locus	CF39 Log2FoldChange_25vs37	CF39 padj_25vs37	CF39 Log2FoldChange_29vs37	CF39 padj_29vs37	gene	product	locusNumber
PROKKA_03930_sense	2.12054062531684	0.000203663008021061	1.59427495556064	0.0161462582125721	fecA_4	"Fe(III) dicitrate transport protein FecA"	PROKKA_03930
PROKKA_03932_sense	1.71065068043099	7.13836285447141e-05	1.5901786078044	0.0012026425766561	vreI_1	"ECF sigma factor VreI"	PROKKA_03932
PROKKA_03954_igtop	-0.397183577184061	0.0401657229215671	NA	NA	aotJ_3	"arginine/ornithine binding protein AotJ"	PROKKA_03954
PROKKA_03954_sense	-0.583517340331215	0.000684622346613179	-0.755540293846782	0.000118207979340134	aotJ_3	"arginine/ornithine binding protein AotJ"	PROKKA_03954
PROKKA_03955_sense	-0.625796117239464	0.0333136534851273	NA	NA	n/a	"amino acid ABC transporter membrane protein"	PROKKA_03955
PROKKA_03956_sense	-1.062816692524	1.09875263050047e-05	-0.719986068962825	0.0204526477745245	n/a	"amino acid ABC transporter membrane protein"	PROKKA_03956
PROKKA_03957_sense	-0.691900544119947	0.00016138868700458	-0.611890085429908	0.0128956893082202	n/a	"amino acid ABC transporter ATP binding protein"	PROKKA_03957
PROKKA_03958_sense	-0.835634011078342	8.61046666456322e-05	NA	NA	ggt_3	"gamma-glutamyltranspeptidase precursor"	PROKKA_03958
PROKKA_03959_sense	-0.980400616648077	3.9647901810623e-07	-0.703224693741008	0.00423870214724876	ansB	"glutaminase-asparaginase"	PROKKA_03959
PROKKA_03961_sense	-1.10857828034228	0.031093947722268	NA	NA	dctD_1	"DctD"	PROKKA_03961
PROKKA_03995_sense	2.11431288668814	7.25299633627519e-06	1.43389663225849	0.00488606927912519	hasR_2	"Heme uptake outer membrane receptor HasR precursor"	PROKKA_03995
PROKKA_03997_sense	2.21261913188439	3.84349358523009e-05	1.50680162707935	0.0179403097087383	femI_3	"ECF sigma factor FemI"	PROKKA_03997
PROKKA_04016_antis	0.607405214952682	0.0485986210765348	NA	NA	n/a	"hypothetical protein"	PROKKA_04016
PROKKA_04016_sense	0.612645476668115	0.00216355723902361	NA	NA	n/a	"hypothetical protein"	PROKKA_04016
PROKKA_04060_igtop	1.89525162352862	0.0361403107723018	NA	NA	n/a	"putative glutathione S-transferase"	PROKKA_04060
PROKKA_04063_igbot	NA	NA	-0.565930199241056	0.0432211592034178	n/a	"putative CheW domain-containing protein"	PROKKA_04063
PROKKA_04078_sense	NA	NA	0.861904327325151	0.040701107555761	fliR	"flagellar biosynthetic protein FliR"	PROKKA_04078
PROKKA_04083_sense	NA	NA	-0.619408111213677	0.0268006180972252	fliM	"flagellar motor switch protein FliM"	PROKKA_04083
PROKKA_04085_igbot	NA	NA	-0.58339036087212	0.0377501060227839	n/a	"putative flagellar hook-length control protein FliK"	PROKKA_04085
PROKKA_04086_sense	-0.764921396064049	0.00319298474100921	NA	NA	n/a	"metal-binding protein"	PROKKA_04086
PROKKA_04087_sense	-1.30657054405501	0.0421451823254538	NA	NA	n/a	"membrane protein"	PROKKA_04087
PROKKA_04093_antis	1.25594359095379	0.00356802331899738	NA	NA	mucR_3	"MucR"	PROKKA_04093
PROKKA_04094_sense	1.76817277163693	3.77346042449154e-23	1.33263969808256	2.99980365016835e-11	lasI	"autoinducer synthesis protein LasI"	PROKKA_04094
PROKKA_04095_igtop	1.86415718682612	6.84703491189336e-27	1.02568720123475	0.000530991411293145	rsaL	"regulatory protein RsaL"	PROKKA_04095
PROKKA_04095_sense	1.53812499505095	4.25881430890831e-21	0.648424872324106	0.00746890699703172	rsaL	"regulatory protein RsaL"	PROKKA_04095
PROKKA_04096_antis	1.03937487245356	0.000103834785834935	NA	NA	lasR_1	"transcriptional regulator LasR"	PROKKA_04096
PROKKA_04096_sense	-0.555046482858922	0.0118345385996442	NA	NA	lasR_1	"transcriptional regulator LasR"	PROKKA_04096
PROKKA_04100_sense	-1.03081573917022	0.00158894471990634	NA	NA	ccmA_2	"heme exporter protein CcmA"	PROKKA_04100
PROKKA_04112_sense	2.94222410323698	1.28037710622879e-10	NA	NA	n/a	"hypothetical protein"	PROKKA_04112
PROKKA_04113_igbot	2.77133785741016	1.71070295999273e-10	NA	NA	metR_4	"transcriptional regulator MetR"	PROKKA_04113
PROKKA_04137_igtop	-0.499729145114559	0.0178176169052848	NA	NA	n/a	"tRNA-Ser"	PROKKA_04137
PROKKA_04138_igtop	-0.585370257398539	0.000666090179545709	-0.647981221439125	0.000764962117767809	n/a	"putative glutathione peroxidase"	PROKKA_04138
PROKKA_04155_sense	NA	NA	0.927128064834374	0.00913319388680712	n/a	"Cobalamin"	PROKKA_04155
PROKKA_04182_sense	2.51885244769333	0.0166751433896474	NA	NA	aprX	"AprX"	PROKKA_04182
PROKKA_04183_igbot	1.73351858848588	5.19737784039753e-08	1.37362423443984	0.000235636495665159	n/a	"C4"	PROKKA_04183
PROKKA_04198_antis	1.45834383689772	0.00629551037910748	NA	NA	n/a	"phosphotransferase family protein"	PROKKA_04198
PROKKA_04226_sense	-0.69417537590099	0.0414598656002509	NA	NA	n/a	"putative lipoprotein"	PROKKA_04226
PROKKA_04227_sense	NA	NA	0.750912536749642	0.00149723009073438	n/a	"putative lipoprotein"	PROKKA_04227
PROKKA_04266_sense	NA	NA	0.481872655795716	0.0261054820633926	n/a	"cspA"	PROKKA_04266
PROKKA_04268_igbot	0.563556012458344	0.000862648364199137	0.497844387756812	0.0394901184488953	parS_2	"two-component sensor ParS"	PROKKA_04268
PROKKA_04271_igtop	1.47209384752431	6.94663000815456e-19	1.42080365129427	8.0402851632649e-15	n/a	"phage integrase"	PROKKA_04271
PROKKA_04271_sense	1.82908432085378	5.0670886871279e-37	0.731928901734086	0.000983436719099335	n/a	"phage integrase"	PROKKA_04271
PROKKA_04272_sense	1.727389145165	4.8715071923862e-24	0.850365530870193	0.000132352533629734	n/a	"integrase family protein"	PROKKA_04272
PROKKA_04273_antis	0.432729031735607	0.0409213689625978	NA	NA	n/a	"integrase family protein"	PROKKA_04273
PROKKA_04273_sense	1.48684719600511	3.98474671744347e-16	0.970282657093513	6.32771782503252e-06	n/a	"integrase family protein"	PROKKA_04273
PROKKA_04274_sense	1.03620224213334	7.7642053284948e-07	0.886564147152375	0.00013947406640789	n/a	"hypothetical protein"	PROKKA_04274
PROKKA_04275_igtop	0.70437820158141	9.7422095452071e-05	NA	NA	nrdB	"NrdB tyrosyl radical-harboring component of class Ia ribonucleotide reductase"	PROKKA_04275
PROKKA_04278_sense	0.986315792015606	2.44975486157577e-06	NA	NA	n/a	"Bacterial self-protective colicin-like immunity"	PROKKA_04278
PROKKA_04279_sense	0.547427261025991	0.00104538333664574	NA	NA	pys2_2	"pyocin S2"	PROKKA_04279
PROKKA_04304_igtop	0.982190242557297	0.0205177031374618	1.19469253641751	0.0136680905823512	n/a	"major facilitator superfamily permease"	PROKKA_04304
PROKKA_04314_sense	-0.621695426464121	0.0164418872065589	NA	NA	n/a	"GntR family transcriptional regulator"	PROKKA_04314
PROKKA_04318_igtop	-0.827004040026651	0.000348535887566569	NA	NA	n/a	"hypothetical protein"	PROKKA_04318
PROKKA_04318_sense	-1.07854508994072	0.000467986497969985	-0.814148909217435	0.0401620230067971	n/a	"hypothetical protein"	PROKKA_04318
PROKKA_04319_sense	-2.25975348163399	0.000493652811724692	NA	NA	n/a	"hypothetical protein"	PROKKA_04319
PROKKA_04320_antis	-1.44398563758063	0.0485024796805567	NA	NA	n/a	"aldose sugar dehydrogenase"	PROKKA_04320
PROKKA_04333_sense	0.978480085722485	0.0148624875867708	NA	NA	fleR_5	"two-component response regulator"	PROKKA_04333
PROKKA_04353_sense	NA	NA	-0.759830531084547	0.04684207379175	fabH2_2	"3-oxoacyl-[acyl-carrier-protein] synthase III"	PROKKA_04353
PROKKA_04356_sense	0.598690483378179	0.00825380151154955	NA	NA	flgL	"flagellar hook-associated protein type 3 FlgL"	PROKKA_04356
PROKKA_04372_sense	NA	NA	-0.557177408761371	0.0456197635732805	braF_1	"branched-chain amino acid transport protein BraF"	PROKKA_04372
PROKKA_04374_sense	NA	NA	-0.641563729073965	0.0318705956911585	n/a	"hypothetical protein"	PROKKA_04374
PROKKA_04390_antis	2.28097287048255	0.0210982066753494	NA	NA	n/a	"lipoprotein SlyB"	PROKKA_04390
PROKKA_04390_sense	0.867718425397144	1.59842879204085e-05	NA	NA	n/a	"lipoprotein SlyB"	PROKKA_04390
PROKKA_04409_igtop	1.14038733227583	0.025422873390976	0.949747780477619	0.00531955476341173	n/a	"water stress/hypersensitive response protein"	PROKKA_04409
PROKKA_04409_sense	0.636156711224358	0.008370725211614	NA	NA	n/a	"water stress/hypersensitive response protein"	PROKKA_04409
PROKKA_04412_antis	1.37417387402835	0.0237565424247855	NA	NA	quiP_2	"QuiP"	PROKKA_04412
PROKKA_04413_sense	1.13291231922171	3.480647132467e-06	NA	NA	n/a	"RmuC domain-containing protein family protein"	PROKKA_04413
PROKKA_04414_igbot	1.1685005929097	3.13103313649559e-06	1.09623201604003	5.43502240624885e-05	n/a	"P8"	PROKKA_04414
PROKKA_04446_antis	NA	NA	-1.22659724092429	0.00353499128375471	mvfR_3	"Transcriptional regulator MvfR"	PROKKA_04446
PROKKA_04451_sense	NA	NA	-0.997468802325477	0.00925292468549047	pqsC	"PqsC"	PROKKA_04451
PROKKA_04455_antis	1.0759945975821	0.00979947735155242	NA	NA	cupC3	"usher CupC3"	PROKKA_04455
PROKKA_04455_sense	-0.746982315501371	0.00535550962093601	-0.757742802413361	0.0166310643130154	cupC3	"usher CupC3"	PROKKA_04455
PROKKA_04456_sense	-1.50099233553557	0.00297751302819814	-2.19106625587598	1.23372134703666e-07	cupC2	"chaperone CupC2"	PROKKA_04456
PROKKA_04458_antis	-0.952628349787284	3.2293058549465e-05	-1.0924197855524	6.95311131386131e-05	n/a	"hypothetical protein"	PROKKA_04458
PROKKA_04458_igbot	-1.18947927821523	0.00016964415412008	-1.17616709311997	0.000994957480519107	n/a	"hypothetical protein"	PROKKA_04458
PROKKA_04458_igtop	1.14644204351027	0.00339621596567631	NA	NA	n/a	"hypothetical protein"	PROKKA_04458
PROKKA_04466_sense	-0.8370563825465	1.29363621496257e-07	NA	NA	oprL	"Peptidoglycan associated lipoprotein OprL precursor"	PROKKA_04466
PROKKA_04467_igbot	-0.610260547903094	0.0307355532546636	NA	NA	tolB	"TolB protein"	PROKKA_04467
PROKKA_04471_sense	NA	NA	0.712571373959379	0.029356255036789	n/a	"4-hydroxybenzoyl-CoA thioesterase"	PROKKA_04471
PROKKA_04477_igbot	0.565405549874251	0.00932786023257685	NA	NA	dps	"DNA-binding protein from starved cells Dps"	PROKKA_04477
PROKKA_04481_sense	-0.401090611881617	0.0198843452292491	NA	NA	oprD_2	"Basic amino acid basic peptide and imipenem outer membrane porin OprD precursor"	PROKKA_04481
PROKKA_04483_sense	-0.504918400695089	0.0032633156918598	NA	NA	proS	"prolyl-tRNA synthetase"	PROKKA_04483
PROKKA_04487_antis	1.27141712750233	2.05504849517336e-07	1.13685149026204	4.46342475523117e-05	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04487_igbot	1.25843380030505	0.015502642123194	1.42859395783074	0.0139617791352442	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04487_igtop	0.74364750372435	0.00557563755145617	NA	NA	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04488_sense	NA	NA	1.22369493579935	0.0077687804735807	n/a	"hypothetical protein"	PROKKA_04488
PROKKA_04499_sense	-1.13389994113141	5.8045208508836e-08	NA	NA	n/a	"hypothetical protein"	PROKKA_04499
PROKKA_04500_sense	-1.20796843168208	0.00202940700756894	NA	NA	n/a	"hypothetical protein"	PROKKA_04500
PROKKA_04501_sense	-1.37657561400927	0.00624413971724623	NA	NA	n/a	"transcriptional antiterminator Rof"	PROKKA_04501
PROKKA_04504_antis	-1.26155630060695	0.031093947722268	NA	NA	n/a	"nucleoprotein/polynucleotide-associated enzyme"	PROKKA_04504
PROKKA_04504_sense	0.599826949840227	0.000717659670997169	NA	NA	n/a	"nucleoprotein/polynucleotide-associated enzyme"	PROKKA_04504
PROKKA_04505_igtop	-0.865156353815367	0.00980814850995329	NA	NA	lpxO2	"lipopolysaccharide biosynthetic protein LpxO2"	PROKKA_04505
PROKKA_04505_sense	-0.871616672761545	0.0104208314767607	NA	NA	lpxO2	"lipopolysaccharide biosynthetic protein LpxO2"	PROKKA_04505
PROKKA_04508_igbot	NA	NA	-0.811538116825381	0.00840452180426466	trmA_1	"tRNA (uracil-5-)-methyltransferase"	PROKKA_04508
PROKKA_04510_sense	2.64958321330548	0.0127411294551497	2.69885122392825	0.0208889992502969	pirA_5	"ferric enterobactin receptor PirA"	PROKKA_04510
PROKKA_04511_igbot	5.48077490445534	2.71654793196975e-05	5.4610284549557	0.00129008333247645	n/a	"two-component sensor"	PROKKA_04511
PROKKA_04511_sense	2.05950913266401	4.54341110809552e-06	1.60908988701803	0.00261025322818124	n/a	"two-component sensor"	PROKKA_04511
PROKKA_04512_sense	1.52185898816739	0.000716581119133471	NA	NA	n/a	"two-component response regulator"	PROKKA_04512
PROKKA_04531_sense	-1.31516453385418	0.0269949721773571	NA	NA	n/a	"hypothetical protein"	PROKKA_04531
PROKKA_04535_sense	1.12511380304384	0.0211409551584099	NA	NA	n/a	"hypothetical protein"	PROKKA_04535
PROKKA_04541_igbot	-0.599293196166867	0.000785832753548612	-0.553963684400514	0.0209181863331241	lysC	"aspartate kinase alpha and beta chain"	PROKKA_04541
PROKKA_04554_sense	0.63283022372041	0.0005149928792797	NA	NA	aotO	"deacylase"	PROKKA_04554
PROKKA_04558_antis	0.716427292985681	0.000147151100021485	0.906738984837053	1.03679846143981e-05	n/a	"P6"	PROKKA_04558
PROKKA_04574_igtop	NA	NA	-0.518583527624839	0.0279963339149958	phhA	"phenylalanine-4-hydroxylase"	PROKKA_04574
PROKKA_04574_sense	-0.647127157986071	0.0103404606012839	NA	NA	phhA	"phenylalanine-4-hydroxylase"	PROKKA_04574
PROKKA_04579_sense	1.08406349893238	4.11952273989957e-07	0.881381260583728	0.00140032178878382	mliC	"membrane-bound lysozyme inhibitor of c-type lysozyme MliC"	PROKKA_04579
PROKKA_04580_sense	-1.12763936490101	0.00123993502184591	-1.04912130541695	0.0113676787541249	aroP2	"aromatic amino acid transport protein AroP2"	PROKKA_04580
PROKKA_04581_sense	0.540022908371359	0.00358372932021755	0.493175937761168	0.0197234614580808	hpd_3	"4-hydroxyphenylpyruvate dioxygenase"	PROKKA_04581
PROKKA_04586_sense	0.761751785458189	0.0174565616362344	NA	NA	morA_6	"motility regulator"	PROKKA_04586
PROKKA_04590_sense	-1.18266170872139	1.61880335014217e-05	-0.778182047535465	0.0322458352978451	bolA	"morphogene protein BolA"	PROKKA_04590
PROKKA_04591_sense	-0.950948319114494	1.38073928958563e-06	NA	NA	n/a	"hypothetical protein"	PROKKA_04591
PROKKA_04609_sense	-0.966986365150885	0.0347675052139273	NA	NA	n/a	"putative glutathione peroxidase"	PROKKA_04609
PROKKA_04610_igbot	-1.51792992858262	0.00400976253551702	NA	NA	slyD_1	"peptidyl-prolyl cis-trans isomerase SlyD"	PROKKA_04610
PROKKA_04610_sense	-0.723244325326726	5.80310803964168e-05	-0.461667148813981	0.0401620230067971	slyD_1	"peptidyl-prolyl cis-trans isomerase SlyD"	PROKKA_04610
PROKKA_04611_igtop	0.975911984447692	0.00773802480566185	NA	NA	n/a	"P5"	PROKKA_04611
PROKKA_04622_antis	-1.04490705365788	0.000141227208695907	-0.555420910240578	0.0432211592034178	ssrA	"transfer-messenger RNA SsrA"	PROKKA_04622
PROKKA_04622_igtop	0.653030543473219	0.000110210605682017	1.07318403432694	3.49232635794545e-06	ssrA	"transfer-messenger RNA SsrA"	PROKKA_04622
PROKKA_04622_sense	0.557868748419615	0.000563094556365013	NA	NA	ssrA	"transfer-messenger RNA SsrA"	PROKKA_04622
PROKKA_04626_sense	1.11910244345626	1.38761496943596e-05	NA	NA	n/a	"insertion sequence IS407 OrfB"	PROKKA_04626
PROKKA_04631_igtop	0.732285049648089	0.0055355139920715	NA	NA	n/a	"hypothetical protein"	PROKKA_04631
PROKKA_04631_sense	0.788809130665227	0.0019630623465817	NA	NA	n/a	"hypothetical protein"	PROKKA_04631
PROKKA_04635_sense	-0.6627632011319	0.000170583772283807	NA	NA	n/a	"putative DNA helicase"	PROKKA_04635
PROKKA_04639_antis	NA	NA	0.560348955452299	0.0382766219678568	n/a	"helicase domain-containing protein"	PROKKA_04639
PROKKA_04639_sense	0.446065349332568	0.0113619467305776	NA	NA	n/a	"helicase domain-containing protein"	PROKKA_04639
PROKKA_04643_sense	0.512163412444799	0.00713310723353322	NA	NA	hsdS	"Type I restriction modification DNA specificity domain-containing protein"	PROKKA_04643
PROKKA_04644_sense	0.540578950518639	0.00215440381272707	NA	NA	n/a	"type I restriction-modification system methyltransferase subunit"	PROKKA_04644
PROKKA_04645_sense	0.394330990113393	0.0298757103703442	NA	NA	n/a	"RmuC domain-containing protein family protein"	PROKKA_04645
PROKKA_04648_igbot	0.599575136688673	0.0307355532546636	NA	NA	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04648_igtop	-0.485646352996989	0.0475111735231272	NA	NA	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04649_igtop	-0.825582961960918	0.0276149690721949	NA	NA	n/a	"lipopolysaccharide heptosyltransferase I"	PROKKA_04649
PROKKA_04650_antis	NA	NA	1.13972203802505	0.00799249029985317	n/a	"hypothetical protein"	PROKKA_04650
PROKKA_04651_igbot	-0.899934392382428	0.00517211411517128	NA	NA	n/a	"hypothetical protein"	PROKKA_04651
PROKKA_04652_sense	-1.38365091630394	8.74862110317186e-09	-1.69553596803079	1.93496464918755e-11	hisK	"Histidinol-phosphatase"	PROKKA_04652
PROKKA_04653_sense	-1.34425232802787	7.72109204011747e-13	-1.77775555682791	9.39724963691554e-20	n/a	"hypothetical protein"	PROKKA_04653
PROKKA_04654_igbot	-1.47405401662132	1.58830706971768e-05	-1.6715498269408	2.91559271220647e-06	n/a	"hypothetical protein"	PROKKA_04654
PROKKA_04654_sense	-1.14947193291008	8.85470065089935e-09	-1.37499239076703	4.94508634699963e-10	n/a	"hypothetical protein"	PROKKA_04654
PROKKA_04655_antis	NA	NA	-0.875620593246162	0.0318705956911585	n/a	"Ubiquinol-cytochrome C chaperone"	PROKKA_04655
PROKKA_04655_sense	-1.35520765662544	5.18782195854223e-10	-1.4004332996282	1.93108221347519e-08	n/a	"Ubiquinol-cytochrome C chaperone"	PROKKA_04655
PROKKA_04656_sense	-1.27869305097677	1.19271012875554e-05	-1.4042936903439	2.08457312020677e-05	n/a	"hypothetical protein"	PROKKA_04656
PROKKA_04657_igbot	-0.940932548214267	0.0140770463937243	-1.33686033450712	0.000327682795929326	n/a	"hypothetical protein"	PROKKA_04657
PROKKA_04657_sense	NA	NA	-0.686129352490945	0.0458873200730894	n/a	"hypothetical protein"	PROKKA_04657
PROKKA_04658_igbot	-1.30964176107629	0.0167850569835507	-1.63538333294837	0.00142547554352695	n/a	"Ubiquinol-cytochrome C chaperone"	PROKKA_04658
PROKKA_04658_sense	-1.42289624850696	9.71627449467118e-14	-1.8729840236643	1.27494891045859e-20	n/a	"Ubiquinol-cytochrome C chaperone"	PROKKA_04658
PROKKA_04659_igbot	NA	NA	-1.73026014715712	0.0019937029175282	n/a	"XRE family transcriptional regulator"	PROKKA_04659
PROKKA_04659_sense	-1.8641954290274	6.12650611303362e-19	-1.69362925344699	5.54965248965819e-13	n/a	"XRE family transcriptional regulator"	PROKKA_04659
PROKKA_04676_igtop	NA	NA	0.748856863074912	0.000212366588470164	n/a	"hypothetical protein"	PROKKA_04676
PROKKA_04676_sense	0.675105548125604	0.0132976965598603	0.910387626888901	0.00224811590129624	n/a	"hypothetical protein"	PROKKA_04676
PROKKA_04692_sense	-0.579122875902602	0.0242841921057724	NA	NA	aroP1_4	"aromatic amino acid transport protein AroP1"	PROKKA_04692
PROKKA_04699_sense	-0.638251586904102	0.00255070463486877	NA	NA	putP_3	"sodium/proline symporter PutP"	PROKKA_04699
PROKKA_04711_sense	-0.451710390404649	0.0247929818224016	-0.53837065532395	0.0165009713190984	era_2	"GTP-binding protein Era"	PROKKA_04711
PROKKA_04712_sense	-0.566717867158344	0.0404505866384454	NA	NA	rnc	"ribonuclease III"	PROKKA_04712
PROKKA_04713_sense	-0.625128684573206	0.00114347502921343	NA	NA	n/a	"hypothetical protein"	PROKKA_04713
PROKKA_04714_igbot	-0.894542217369447	0.0217866055344613	NA	NA	lepB	"signal peptidase I"	PROKKA_04714
PROKKA_04721_igtop	0.94608136328772	0.00280436348665793	0.988270352027581	0.00890885419176196	nadB	"L-aspartate oxidase"	PROKKA_04721
PROKKA_04728_sense	0.821043421140385	0.0381702320521925	NA	NA	opdH_6	"cis-aconitate porin OpdH"	PROKKA_04728
PROKKA_04733_sense	1.13800527767393	2.21936687006652e-06	0.619372078984081	0.0401077025450613	ung	"uracil-DNA glycosylase"	PROKKA_04733
PROKKA_04754_igtop	-1.23188709630273	0.00806238501927484	NA	NA	n/a	"hypothetical protein"	PROKKA_04754
PROKKA_04755_igtop	-1.06430046537501	2.50386831551764e-07	NA	NA	rhlA_2	"rhamnosyltransferase chain A"	PROKKA_04755
PROKKA_04755_sense	-1.17751596746634	2.65031370605264e-10	-0.880400123048555	9.87851921404119e-05	rhlA_2	"rhamnosyltransferase chain A"	PROKKA_04755
PROKKA_04757_sense	0.808764648071051	1.12294935646189e-08	0.561378210672836	0.00159861153468227	n/a	"zeta toxin"	PROKKA_04757
PROKKA_04758_igtop	NA	NA	0.78622788899508	9.76767698235873e-05	n/a	"presumed portal vertex protein"	PROKKA_04758
PROKKA_04783_sense	0.847739894267747	4.18485891956915e-07	NA	NA	n/a	"hypothetical protein"	PROKKA_04783
PROKKA_04784_sense	1.0348995126774	2.3765760010721e-07	NA	NA	n/a	"nucleoid-associated protein ndpA"	PROKKA_04784
PROKKA_04785_igbot	1.09375370006226	9.87947926720806e-06	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04785_sense	0.598623606664193	0.00240715921557288	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04786_igbot	0.575568734683336	0.00110829993823127	NA	NA	n/a	"hypothetical protein"	PROKKA_04786
PROKKA_04787_sense	1.8631939899677	0.0110048612097235	1.96221468403582	0.0208586269867472	n/a	"phage-associated protein BcepMu gp16 family"	PROKKA_04787
PROKKA_04792_sense	1.88697205297937	7.02190416609598e-10	1.04849392093008	0.00254860978381792	n/a	"DNA primase-like protein"	PROKKA_04792
PROKKA_04793_igtop	2.00918443595466	0.0381702320521925	NA	NA	n/a	"hypothetical protein"	PROKKA_04793
PROKKA_04793_sense	1.57071536150603	0.0252678891946649	NA	NA	n/a	"hypothetical protein"	PROKKA_04793
PROKKA_04847_sense	3.22647120715923	0.0212157611993921	3.50512816914185	0.0219919646338447	hemO	"heme oxygenase"	PROKKA_04847
PROKKA_04850_antis	-0.874634031042591	0.0422325970055162	NA	NA	dnaE_2	"DNA polymerase III alpha chain"	PROKKA_04850
PROKKA_04856_igbot	0.489256756569156	0.0134182284541222	NA	NA	sbcD	"exonuclease SbcD"	PROKKA_04856
PROKKA_04866_igtop	0.585988716503661	0.000842011199671426	NA	NA	n/a	"hypothetical protein"	PROKKA_04866
PROKKA_04866_sense	0.542022988704132	0.0342196310613504	NA	NA	n/a	"hypothetical protein"	PROKKA_04866
PROKKA_04884_igtop	NA	NA	0.942636985505954	0.0446153369889047	pctA_2	"chemotactic transducer PctA"	PROKKA_04884
PROKKA_04887_antis	0.748176291986368	0.0321303911702283	NA	NA	n/a	"hypothetical protein"	PROKKA_04887
PROKKA_04890_sense	NA	NA	-0.871724665444997	0.000729491518680021	mvaT_1	"transcriptional regulator MvaT P16 subunit"	PROKKA_04890
PROKKA_04895_sense	0.60216997925155	0.0324957977439725	NA	NA	n/a	"5'-nucleotidase/2'3'-cyclic phosphodiesterase-related esterase"	PROKKA_04895
PROKKA_04896_sense	0.706516675690396	0.00772515897430558	NA	NA	n/a	"hypothetical protein"	PROKKA_04896
PROKKA_04904_igtop	-0.974592142973579	0.00657966449307256	NA	NA	pykA	"pyruvate kinase II"	PROKKA_04904
PROKKA_04904_sense	-0.922766321939158	0.000471009793700705	-0.746735463241727	0.00836500353091806	pykA	"pyruvate kinase II"	PROKKA_04904
PROKKA_04908_sense	-0.577264949195907	0.00425989047531999	-0.719659566388131	0.00116508213914357	n/a	"putative fumarase"	PROKKA_04908
PROKKA_04911_sense	1.71862356334168	0.000879899541950464	1.82905073366621	0.00101620277928554	pfpI_3	"protease PfpI"	PROKKA_04911
PROKKA_04923_sense	1.52908170827409	0.00035623451141224	NA	NA	n/a	"putative flavoprotein"	PROKKA_04923
PROKKA_04927_sense	1.67325866989873	0.0353539332106327	NA	NA	n/a	"putative universal stress protein"	PROKKA_04927
PROKKA_04934_sense	2.44322337954284	0.0133383686355265	NA	NA	feoA	"ferrous iron transport protein A"	PROKKA_04934
PROKKA_04942_igtop	-0.511291150194192	0.0461380571969811	-0.904374947640708	0.000983436719099335	sodB	"superoxide dismutase"	PROKKA_04942
PROKKA_04942_sense	-0.519279858846128	0.00857521388467862	-0.800501047475757	0.000455876161670244	sodB	"superoxide dismutase"	PROKKA_04942
PROKKA_04951_sense	0.806297384392259	0.00479032441570952	NA	NA	mexI_2	"putative Resistance-Nodulation-Cell Division (RND) efflux transporter"	PROKKA_04951
PROKKA_04969_sense	0.72054708781683	0.000221455436567452	NA	NA	n/a	"peptide chain release factor RF-3"	PROKKA_04969
PROKKA_04985_sense	-0.549487296186707	0.000855627499744324	NA	NA	lpxC	"UDP-3-O-acyl-N-acetylglucosamine deacetylase"	PROKKA_04985
PROKKA_04988_sense	0.968198774084527	8.24922624628897e-09	NA	NA	ftsQ	"cell division protein FtsQ"	PROKKA_04988
PROKKA_04992_sense	0.925863008565716	6.9662819359359e-05	0.817967323666386	0.00233725840836735	ftsW	"cell division protein FtsW"	PROKKA_04992
PROKKA_04994_sense	0.529075223846964	0.00889880101526703	NA	NA	mraY	"phospho-N-acetylmuramoyl-pentapeptide- transferase"	PROKKA_04994
PROKKA_04995_sense	0.760379214579005	0.00765732173160612	NA	NA	murF	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2-6-diaminopimelate--D-alanyl-D-alanyl ligase"	PROKKA_04995
PROKKA_04997_sense	1.0349749180774	8.41001793787865e-08	NA	NA	ftsI	"penicillin-binding protein 3"	PROKKA_04997
PROKKA_05000_sense	0.543595001853421	0.0258013122968758	0.677373355137648	0.00363564822803578	n/a	"cell division protein MraZ"	PROKKA_05000
PROKKA_05001_antis	-0.939204103982152	6.69004629211093e-05	NA	NA	n/a	"RNaseP_bact_a"	PROKKA_05001
PROKKA_05001_igbot	0.471659686322227	0.00637861067266253	NA	NA	n/a	"RNaseP_bact_a"	PROKKA_05001
PROKKA_05001_sense	NA	NA	0.571666590755027	0.0262762248311671	n/a	"RNaseP_bact_a"	PROKKA_05001
PROKKA_05002_antis	-0.93946518564107	6.43156089792887e-05	NA	NA	n/a	"RNaseP_arch"	PROKKA_05002
PROKKA_05002_sense	NA	NA	0.571903496633168	0.0262737599929579	n/a	"RNaseP_arch"	PROKKA_05002
PROKKA_05009_sense	-0.705184484209051	0.0132503425008409	NA	NA	sspA_2	"stringent starvation protein A"	PROKKA_05009
PROKKA_05010_igbot	NA	NA	-0.71537219319764	0.0483274671120105	n/a	"putative cytochrome c1"	PROKKA_05010
