locus	baseMean	log2FoldChange_41C	lfcSE	stat	pvalue_41C	padj_Temp	gene_name	gene_discription	raw_locus
PROKKA_03958_sense	-1.10765695518248	0.000308000894620503	0.0105364957206223	-0.835634011078342	4.31813811284875e-06	8.61046666456322e-05	ggt_3	"gamma-glutamyltranspeptidase precursor"	PROKKA_03958
PROKKA_03959_sense	-1.24574888914807	8.98445048783888e-06	0.000617576012505187	-0.980400616648077	1.03302119082324e-08	3.9647901810623e-07	ansB	"glutaminase-asparaginase"	PROKKA_03959
PROKKA_03961_sense	NA	NA	NA	-1.10857828034228	0.00460330944928384	0.031093947722268	dctD_1	"DctD"	PROKKA_03961
PROKKA_03995_sense	1.58667814248177	0.00214304492830573	0.0410693995292185	2.11431288668814	2.60050940809498e-07	7.25299633627519e-06	hasR_2	"Heme uptake outer membrane receptor HasR precursor"	PROKKA_03995
PROKKA_03997_sense	1.87790618589838	0.00066697416102356	0.018304458784807	2.21261913188439	1.75026512124266e-06	3.84349358523009e-05	femI_3	"ECF sigma factor FemI"	PROKKA_03997
PROKKA_04016_antis	NA	NA	NA	0.607405214952682	0.00827532434056283	0.0485986210765348	n/a	"hypothetical protein"	PROKKA_04016
PROKKA_04016_sense	NA	NA	NA	0.612645476668115	0.000179839147952043	0.00216355723902361	n/a	"hypothetical protein"	PROKKA_04016
PROKKA_04060_igtop	NA	NA	NA	1.89525162352862	0.00560405755653388	0.0361403107723018	n/a	"putative glutathione S-transferase"	PROKKA_04060
PROKKA_04086_sense	-1.12693307323469	0.000571552245860614	0.0162307597231846	-0.764921396064049	0.000283812685648847	0.00319298474100921	n/a	"metal-binding protein"	PROKKA_04086
PROKKA_04087_sense	-1.85647294927221	0.000586771389492861	0.0164721510294656	-1.30657054405501	0.00682174728901742	0.0421451823254538	n/a	"membrane protein"	PROKKA_04087
PROKKA_04093_antis	NA	NA	NA	1.25594359095379	0.000323318691345624	0.00356802331899738	mucR_3	"MucR"	PROKKA_04093
PROKKA_04094_sense	2.0218538299159	1.2106062176841e-12	4.24000415765075e-10	1.76817277163693	2.61018705867526e-25	3.77346042449154e-23	lasI	"autoinducer synthesis protein LasI"	PROKKA_04094
PROKKA_04095_igtop	1.8322811914501	6.98230509894976e-07	7.78103848526902e-05	1.86415718682612	3.63112296457338e-29	6.84703491189336e-27	rsaL	"regulatory protein RsaL"	PROKKA_04095
PROKKA_04095_sense	1.07401094392409	0.0018404017219346	0.0379163996213698	1.53812499505095	3.14231168745829e-23	4.25881430890831e-21	rsaL	"regulatory protein RsaL"	PROKKA_04095
PROKKA_04096_antis	1.24970004781362	0.000105984490595437	0.00455857268028911	1.03937487245356	5.31503861087286e-06	0.000103834785834935	lasR_1	"transcriptional regulator LasR"	PROKKA_04096
PROKKA_04096_sense	NA	NA	NA	-0.555046482858922	0.00137119106440424	0.0118345385996442	lasR_1	"transcriptional regulator LasR"	PROKKA_04096
PROKKA_04100_sense	NA	NA	NA	-1.03081573917022	0.000126580678055716	0.00158894471990634	ccmA_2	"heme exporter protein CcmA"	PROKKA_04100
PROKKA_04112_sense	3.18805921865983	0.00154926910873899	0.0334160536503673	2.94222410323698	1.88941975556013e-12	1.28037710622879e-10	n/a	"hypothetical protein"	PROKKA_04112
PROKKA_04113_igbot	3.77015868477746	0.000947085721962141	0.0236932499490869	2.77133785741016	2.58360719113497e-12	1.71070295999273e-10	metR_4	"transcriptional regulator MetR"	PROKKA_04113
PROKKA_04137_igtop	NA	NA	NA	-0.499729145114559	0.00227393381532745	0.0178176169052848	n/a	"tRNA-Ser"	PROKKA_04137
PROKKA_04138_igtop	-0.862580030504816	0.00086667199387601	0.0219805948791657	-0.585370257398539	4.57677826849484e-05	0.000666090179545709	n/a	"putative glutathione peroxidase"	PROKKA_04138
PROKKA_04182_sense	NA	NA	NA	2.51885244769333	0.00207505241104054	0.0166751433896474	aprX	"AprX"	PROKKA_04182
PROKKA_04183_igbot	1.88146455221656	6.13493439733957e-06	0.000438081965945947	1.73351858848588	1.11713748524436e-09	5.19737784039753e-08	n/a	"C4"	PROKKA_04183
PROKKA_04198_antis	NA	NA	NA	1.45834383689772	0.000637244421588237	0.00629551037910748	n/a	"phosphotransferase family protein"	PROKKA_04198
PROKKA_04226_sense	NA	NA	NA	-0.69417537590099	0.00663999651829632	0.0414598656002509	n/a	"putative lipoprotein"	PROKKA_04226
PROKKA_04268_igbot	NA	NA	NA	0.563556012458344	6.31521456382813e-05	0.000862648364199137	parS_2	"two-component sensor ParS"	PROKKA_04268
PROKKA_04271_igtop	NA	NA	NA	1.47209384752431	5.4458247700543e-21	6.94663000815456e-19	n/a	"phage integrase"	PROKKA_04271
PROKKA_04271_sense	1.21392320047544	0.0002826050251078	0.00985099506951597	1.82908432085378	1.46042445444083e-39	5.0670886871279e-37	n/a	"phage integrase"	PROKKA_04271
PROKKA_04272_sense	1.3343902707587	0.000417295083907507	0.0126304746590112	1.727389145165	3.14508188579234e-26	4.8715071923862e-24	n/a	"integrase family protein"	PROKKA_04272
PROKKA_04273_antis	NA	NA	NA	0.432729031735607	0.00653873845770815	0.0409213689625978	n/a	"integrase family protein"	PROKKA_04273
PROKKA_04273_sense	1.35042962012793	4.23161245340082e-05	0.00219179645033542	1.48684719600511	3.99669085102123e-18	3.98474671744347e-16	n/a	"integrase family protein"	PROKKA_04273
PROKKA_04274_sense	0.894551719297359	0.00216654344219399	0.0410693995292185	1.03620224213334	2.12141648933971e-08	7.7642053284948e-07	n/a	"hypothetical protein"	PROKKA_04274
PROKKA_04275_igtop	NA	NA	NA	0.70437820158141	4.95309477684613e-06	9.7422095452071e-05	nrdB	"NrdB tyrosyl radical-harboring component of class Ia ribonucleotide reductase"	PROKKA_04275
PROKKA_04278_sense	NA	NA	NA	0.986315792015606	7.7102037953676e-08	2.44975486157577e-06	n/a	"Bacterial self-protective colicin-like immunity"	PROKKA_04278
PROKKA_04279_sense	NA	NA	NA	0.547427261025991	7.78553879955208e-05	0.00104538333664574	pys2_2	"pyocin S2"	PROKKA_04279
PROKKA_04298_sense	-1.07941438173555	9.44524362073958e-05	0.00418492571268311	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04298
PROKKA_04304_igtop	NA	NA	NA	0.982190242557297	0.00268239282428887	0.0205177031374618	n/a	"major facilitator superfamily permease"	PROKKA_04304
PROKKA_04314_sense	-1.21818877903298	8.33607966318138e-05	0.00383199162016869	-0.621695426464121	0.00204149325818123	0.0164418872065589	n/a	"GntR family transcriptional regulator"	PROKKA_04314
PROKKA_04318_igtop	NA	NA	NA	-0.827004040026651	2.12561084301032e-05	0.000348535887566569	n/a	"hypothetical protein"	PROKKA_04318
PROKKA_04318_sense	NA	NA	NA	-1.07854508994072	3.03214678186686e-05	0.000467986497969985	n/a	"hypothetical protein"	PROKKA_04318
PROKKA_04319_sense	NA	NA	NA	-2.25975348163399	3.24397167031444e-05	0.000493652811724692	n/a	"hypothetical protein"	PROKKA_04319
PROKKA_04320_antis	NA	NA	NA	-1.44398563758063	0.00825336177178946	0.0485024796805567	n/a	"aldose sugar dehydrogenase"	PROKKA_04320
PROKKA_04333_sense	NA	NA	NA	0.978480085722485	0.00181111936583084	0.0148624875867708	fleR_5	"two-component response regulator"	PROKKA_04333
PROKKA_04336_sense	-1.05326488404654	0.000376472872031215	0.0118839398016721	NA	NA	NA	n/a	"signal transduction histidine kinase"	PROKKA_04336
PROKKA_04340_sense	-1.12135962878767	0.000331002133574414	0.0109663094254046	NA	NA	NA	n/a	"flagellar protein FlaG protein"	PROKKA_04340
PROKKA_04341_igbot	-1.02578093215343	0.00205208169854736	0.0401411193957868	NA	NA	NA	fliC	"flagellin type B"	PROKKA_04341
PROKKA_04341_sense	-1.04707071909786	6.37582320844231e-05	0.00310166432572484	NA	NA	NA	fliC	"flagellin type B"	PROKKA_04341
PROKKA_04353_sense	-1.06557592029981	0.00173719060801524	0.0360933246382827	NA	NA	NA	fabH2_2	"3-oxoacyl-[acyl-carrier-protein] synthase III"	PROKKA_04353
PROKKA_04356_sense	NA	NA	NA	0.598690483378179	0.000889705373910402	0.00825380151154955	flgL	"flagellar hook-associated protein type 3 FlgL"	PROKKA_04356
PROKKA_04389_sense	-1.43698145213285	0.000656904623496114	0.0181636597962929	NA	NA	NA	nuoL_2	"NADH dehydrogenase I chain L"	PROKKA_04389
PROKKA_04390_antis	NA	NA	NA	2.28097287048255	0.00276928383148115	0.0210982066753494	n/a	"lipoprotein SlyB"	PROKKA_04390
PROKKA_04390_sense	NA	NA	NA	0.867718425397144	6.376024464447e-07	1.59842879204085e-05	n/a	"lipoprotein SlyB"	PROKKA_04390
PROKKA_04409_igtop	NA	NA	NA	1.14038733227583	0.00353763064133134	0.025422873390976	n/a	"water stress/hypersensitive response protein"	PROKKA_04409
PROKKA_04409_sense	NA	NA	NA	0.636156711224358	0.000905204086752817	0.008370725211614	n/a	"water stress/hypersensitive response protein"	PROKKA_04409
PROKKA_04412_antis	NA	NA	NA	1.37417387402835	0.0032351793933653	0.0237565424247855	quiP_2	"QuiP"	PROKKA_04412
PROKKA_04413_sense	NA	NA	NA	1.13291231922171	1.14764247162274e-07	3.480647132467e-06	n/a	"RmuC domain-containing protein family protein"	PROKKA_04413
PROKKA_04414_igbot	NA	NA	NA	1.1685005929097	1.01074818091366e-07	3.13103313649559e-06	n/a	"P8"	PROKKA_04414
PROKKA_04455_antis	NA	NA	NA	1.0759945975821	0.00107891409623387	0.00979947735155242	cupC3	"usher CupC3"	PROKKA_04455
PROKKA_04455_sense	NA	NA	NA	-0.746982315501371	0.000527277520899164	0.00535550962093601	cupC3	"usher CupC3"	PROKKA_04455
PROKKA_04456_sense	NA	NA	NA	-1.50099233553557	0.000261570777897969	0.00297751302819814	cupC2	"chaperone CupC2"	PROKKA_04456
PROKKA_04458_antis	NA	NA	NA	-0.952628349787284	1.41984972871925e-06	3.2293058549465e-05	n/a	"hypothetical protein"	PROKKA_04458
PROKKA_04458_igbot	NA	NA	NA	-1.18947927821523	9.40729053859334e-06	0.00016964415412008	n/a	"hypothetical protein"	PROKKA_04458
PROKKA_04458_igtop	NA	NA	NA	1.14644204351027	0.00030450281879007	0.00339621596567631	n/a	"hypothetical protein"	PROKKA_04458
PROKKA_04463_igbot	-1.50812710082383	0.00237901198863025	0.0436145911312903	NA	NA	NA	n/a	"protein ExsB"	PROKKA_04463
PROKKA_04466_sense	NA	NA	NA	-0.8370563825465	2.96787649040295e-09	1.29363621496257e-07	oprL	"Peptidoglycan associated lipoprotein OprL precursor"	PROKKA_04466
PROKKA_04467_igbot	NA	NA	NA	-0.610260547903094	0.00453911041263824	0.0307355532546636	tolB	"TolB protein"	PROKKA_04467
PROKKA_04477_igbot	NA	NA	NA	0.565405549874251	0.00102053716402069	0.00932786023257685	dps	"DNA-binding protein from starved cells Dps"	PROKKA_04477
PROKKA_04481_sense	NA	NA	NA	-0.401090611881617	0.00258354358696838	0.0198843452292491	oprD_2	"Basic amino acid basic peptide and imipenem outer membrane porin OprD precursor"	PROKKA_04481
PROKKA_04483_sense	NA	NA	NA	-0.504918400695089	0.000290440363628749	0.0032633156918598	proS	"prolyl-tRNA synthetase"	PROKKA_04483
PROKKA_04487_antis	NA	NA	NA	1.27141712750233	4.85687043475374e-09	2.05504849517336e-07	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04487_igbot	NA	NA	NA	1.25843380030505	0.00190024965208974	0.015502642123194	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04487_igtop	NA	NA	NA	0.74364750372435	0.000554092641152319	0.00557563755145617	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04499_sense	-1.11596643438761	8.54704862891756e-05	0.00390456786743408	-1.13389994113141	1.26476186398086e-09	5.8045208508836e-08	n/a	"hypothetical protein"	PROKKA_04499
PROKKA_04500_sense	-1.69849541199856	3.63724266685304e-05	0.00198162368997808	-1.20796843168208	0.000166348672167571	0.00202940700756894	n/a	"hypothetical protein"	PROKKA_04500
PROKKA_04501_sense	-1.7766924635003	0.000725059325821561	0.0193217802225275	-1.37657561400927	0.000631324709710046	0.00624413971724623	n/a	"transcriptional antiterminator Rof"	PROKKA_04501
PROKKA_04504_antis	NA	NA	NA	-1.26155630060695	0.00460372294847921	0.031093947722268	n/a	"nucleoprotein/polynucleotide-associated enzyme"	PROKKA_04504
PROKKA_04504_sense	NA	NA	NA	0.599826949840227	5.02212843319439e-05	0.000717659670997169	n/a	"nucleoprotein/polynucleotide-associated enzyme"	PROKKA_04504
PROKKA_04505_igtop	NA	NA	NA	-0.865156353815367	0.00108099953602898	0.00980814850995329	lpxO2	"lipopolysaccharide biosynthetic protein LpxO2"	PROKKA_04505
PROKKA_04505_sense	NA	NA	NA	-0.871616672761545	0.00116716247962064	0.0104208314767607	lpxO2	"lipopolysaccharide biosynthetic protein LpxO2"	PROKKA_04505
PROKKA_04510_sense	2.89370311571651	5.48290259646784e-07	6.5043142898421e-05	2.64958321330548	0.00150267182760182	0.0127411294551497	pirA_5	"ferric enterobactin receptor PirA"	PROKKA_04510
PROKKA_04511_igbot	4.80677978016337	0.000176159162607039	0.00696586366115469	5.48077490445534	1.14938101341123e-06	2.71654793196975e-05	n/a	"two-component sensor"	PROKKA_04511
PROKKA_04511_sense	2.24640617150301	4.12821932150943e-05	0.00218439231005049	2.05950913266401	1.54519976583834e-07	4.54341110809552e-06	n/a	"two-component sensor"	PROKKA_04511
PROKKA_04512_sense	1.70707855161887	0.000252355989455736	0.00918850644775712	1.52185898816739	5.00631955493294e-05	0.000716581119133471	n/a	"two-component response regulator"	PROKKA_04512
PROKKA_04531_sense	NA	NA	NA	-1.31516453385418	0.00384041914536069	0.0269949721773571	n/a	"hypothetical protein"	PROKKA_04531
PROKKA_04535_sense	NA	NA	NA	1.12511380304384	0.00278580951649325	0.0211409551584099	n/a	"hypothetical protein"	PROKKA_04535
PROKKA_04541_igbot	-1.33628936232635	3.61441084737493e-05	0.00198162368997808	-0.599293196166867	5.59885452724282e-05	0.000785832753548612	lysC	"aspartate kinase alpha and beta chain"	PROKKA_04541
PROKKA_04554_sense	NA	NA	NA	0.63283022372041	3.41389100283408e-05	0.0005149928792797	aotO	"deacylase"	PROKKA_04554
PROKKA_04558_antis	NA	NA	NA	0.716427292985681	7.95640603067516e-06	0.000147151100021485	n/a	"P6"	PROKKA_04558
PROKKA_04574_sense	NA	NA	NA	-0.647127157986071	0.00115635771077304	0.0103404606012839	phhA	"phenylalanine-4-hydroxylase"	PROKKA_04574
PROKKA_04579_sense	1.33452171600318	1.56354688064124e-05	0.00095832394225969	1.08406349893238	1.08283512185509e-08	4.11952273989957e-07	mliC	"membrane-bound lysozyme inhibitor of c-type lysozyme MliC"	PROKKA_04579
PROKKA_04580_sense	-1.57411081147609	0.000305780310218358	0.0105094120638132	-1.12763936490101	9.52036804875924e-05	0.00123993502184591	aroP2	"aromatic amino acid transport protein AroP2"	PROKKA_04580
PROKKA_04581_sense	NA	NA	NA	0.540022908371359	0.000325568215855595	0.00358372932021755	hpd_3	"4-hydroxyphenylpyruvate dioxygenase"	PROKKA_04581
PROKKA_04586_sense	NA	NA	NA	0.761751785458189	0.00221462009891571	0.0174565616362344	morA_6	"motility regulator"	PROKKA_04586
PROKKA_04590_sense	NA	NA	NA	-1.18266170872139	6.47595990891552e-07	1.61880335014217e-05	bolA	"morphogene protein BolA"	PROKKA_04590
PROKKA_04591_sense	NA	NA	NA	-0.950948319114494	4.01137077444753e-08	1.38073928958563e-06	n/a	"hypothetical protein"	PROKKA_04591
PROKKA_04609_sense	-1.48483463313723	0.00215011984465718	0.0410693995292185	-0.966986365150885	0.00534298875376586	0.0347675052139273	n/a	"putative glutathione peroxidase"	PROKKA_04609
PROKKA_04610_igbot	-1.63104606989985	0.000445713277566196	0.0133261022621926	-1.51792992858262	0.00037166809759692	0.00400976253551702	slyD_1	"peptidyl-prolyl cis-trans isomerase SlyD"	PROKKA_04610
PROKKA_04610_sense	NA	NA	NA	-0.723244325326726	2.76306619826149e-06	5.80310803964168e-05	slyD_1	"peptidyl-prolyl cis-trans isomerase SlyD"	PROKKA_04610
PROKKA_04611_igtop	NA	NA	NA	0.975911984447692	0.00081715825708857	0.00773802480566185	n/a	"P5"	PROKKA_04611
PROKKA_04622_antis	NA	NA	NA	-1.04490705365788	7.55469504667983e-06	0.000141227208695907	ssrA	"transfer-messenger RNA SsrA"	PROKKA_04622
PROKKA_04622_igtop	NA	NA	NA	0.653030543473219	5.71763575707951e-06	0.000110210605682017	ssrA	"transfer-messenger RNA SsrA"	PROKKA_04622
PROKKA_04622_sense	NA	NA	NA	0.557868748419615	3.79767483829297e-05	0.000563094556365013	ssrA	"transfer-messenger RNA SsrA"	PROKKA_04622
PROKKA_04626_sense	NA	NA	NA	1.11910244345626	5.45511533983933e-07	1.38761496943596e-05	n/a	"insertion sequence IS407 OrfB"	PROKKA_04626
PROKKA_04631_igtop	NA	NA	NA	0.732285049648089	0.000548984360083842	0.0055355139920715	n/a	"hypothetical protein"	PROKKA_04631
PROKKA_04631_sense	NA	NA	NA	0.788809130665227	0.000160457828421308	0.0019630623465817	n/a	"hypothetical protein"	PROKKA_04631
PROKKA_04635_sense	-0.845006635545593	0.00204460385204929	0.0401411193957868	-0.6627632011319	9.47906136047899e-06	0.000170583772283807	n/a	"putative DNA helicase"	PROKKA_04635
PROKKA_04639_sense	NA	NA	NA	0.446065349332568	0.00130333606143932	0.0113619467305776	n/a	"helicase domain-containing protein"	PROKKA_04639
PROKKA_04643_sense	NA	NA	NA	0.512163412444799	0.000737821851520499	0.00713310723353322	hsdS	"Type I restriction modification DNA specificity domain-containing protein"	PROKKA_04643
PROKKA_04644_sense	NA	NA	NA	0.540578950518639	0.000178300586275695	0.00215440381272707	n/a	"type I restriction-modification system methyltransferase subunit"	PROKKA_04644
PROKKA_04645_sense	NA	NA	NA	0.394330990113393	0.00436735078966987	0.0298757103703442	n/a	"RmuC domain-containing protein family protein"	PROKKA_04645
PROKKA_04648_igbot	NA	NA	NA	0.599575136688673	0.00453909207897431	0.0307355532546636	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04648_igtop	NA	NA	NA	-0.485646352996989	0.00801894835575954	0.0475111735231272	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04648_sense	-0.911491259661633	0.00134746772221817	0.0300321972633776	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04649_igtop	NA	NA	NA	-0.825582961960918	0.00394135712605225	0.0276149690721949	n/a	"lipopolysaccharide heptosyltransferase I"	PROKKA_04649
PROKKA_04651_igbot	NA	NA	NA	-0.899934392382428	0.0005038547875628	0.00517211411517128	n/a	"hypothetical protein"	PROKKA_04651
PROKKA_04652_sense	-1.51458684198094	3.94210231322714e-06	0.000333266235790639	-1.38365091630394	1.70453881304594e-10	8.74862110317186e-09	hisK	"Histidinol-phosphatase"	PROKKA_04652
PROKKA_04653_sense	-1.47678718489671	7.36918593270752e-07	8.08960634851699e-05	-1.34425232802787	9.70254821734845e-15	7.72109204011747e-13	n/a	"hypothetical protein"	PROKKA_04653
PROKKA_04654_igbot	-1.6742018634477	5.95913441466737e-06	0.000433954788315629	-1.47405401662132	6.31733847189991e-07	1.58830706971768e-05	n/a	"hypothetical protein"	PROKKA_04654
PROKKA_04654_sense	-1.33721349437852	1.15240551863715e-06	0.000119379473092623	-1.14947193291008	1.73886858727516e-10	8.85470065089935e-09	n/a	"hypothetical protein"	PROKKA_04654
PROKKA_04655_sense	-1.2999401202979	2.49212775427158e-05	0.0014663679706134	-1.35520765662544	8.01438946788861e-12	5.18782195854223e-10	n/a	"Ubiquinol-cytochrome C chaperone"	PROKKA_04655
PROKKA_04656_sense	-1.15503169885592	0.000672196361792603	0.018375915058532	-1.27869305097677	4.57888486137414e-07	1.19271012875554e-05	n/a	"hypothetical protein"	PROKKA_04656
PROKKA_04657_igbot	-1.38368231529956	0.000469126978504281	0.013801715707596	-0.940932548214267	0.00170172895792279	0.0140770463937243	n/a	"hypothetical protein"	PROKKA_04657
PROKKA_04658_igbot	NA	NA	NA	-1.30964176107629	0.00209994267862602	0.0167850569835507	n/a	"Ubiquinol-cytochrome C chaperone"	PROKKA_04658
PROKKA_04658_sense	-1.64160068127756	2.25214416219978e-08	3.37924636101063e-06	-1.42289624850696	1.13136237486948e-15	9.71627449467118e-14	n/a	"Ubiquinol-cytochrome C chaperone"	PROKKA_04658
PROKKA_04659_sense	-1.83253824019253	1.28899039977247e-07	1.60686854073331e-05	-1.8641954290274	4.73225627822518e-21	6.12650611303362e-19	n/a	"XRE family transcriptional regulator"	PROKKA_04659
PROKKA_04676_sense	NA	NA	NA	0.675105548125604	0.00158211008182797	0.0132976965598603	n/a	"hypothetical protein"	PROKKA_04676
PROKKA_04692_sense	-0.932791402109606	0.00110606455796037	0.0258860274944394	-0.579122875902602	0.00332318838247081	0.0242841921057724	aroP1_4	"aromatic amino acid transport protein AroP1"	PROKKA_04692
PROKKA_04699_sense	NA	NA	NA	-0.638251586904102	0.000218488995124221	0.00255070463486877	putP_3	"sodium/proline symporter PutP"	PROKKA_04699
PROKKA_04711_sense	-0.860729730537079	0.0020972866129812	0.040808314916605	-0.451710390404649	0.00341568057156674	0.0247929818224016	era_2	"GTP-binding protein Era"	PROKKA_04711
PROKKA_04712_sense	NA	NA	NA	-0.566717867158344	0.00644019600503725	0.0404505866384454	rnc	"ribonuclease III"	PROKKA_04712
PROKKA_04713_sense	-0.929839169120329	0.00106363583144071	0.0252356178717628	-0.625128684573206	8.63472612560293e-05	0.00114347502921343	n/a	"hypothetical protein"	PROKKA_04713
PROKKA_04714_igbot	NA	NA	NA	-0.894542217369447	0.00290856458484047	0.0217866055344613	lepB	"signal peptidase I"	PROKKA_04714
PROKKA_04721_igtop	NA	NA	NA	0.94608136328772	0.000244743274083474	0.00280436348665793	nadB	"L-aspartate oxidase"	PROKKA_04721
PROKKA_04728_sense	NA	NA	NA	0.821043421140385	0.00602056852924221	0.0381702320521925	opdH_6	"cis-aconitate porin OpdH"	PROKKA_04728
PROKKA_04733_sense	NA	NA	NA	1.13800527767393	6.93392231713196e-08	2.21936687006652e-06	ung	"uracil-DNA glycosylase"	PROKKA_04733
PROKKA_04754_igtop	NA	NA	NA	-1.23188709630273	0.000867212960915775	0.00806238501927484	n/a	"hypothetical protein"	PROKKA_04754
PROKKA_04755_igtop	NA	NA	NA	-1.06430046537501	6.06193620312087e-09	2.50386831551764e-07	rhlA_2	"rhamnosyltransferase chain A"	PROKKA_04755
PROKKA_04755_sense	-1.34087667908683	4.08195372180684e-06	0.000341167836635106	-1.17751596746634	4.06377360969565e-12	2.65031370605264e-10	rhlA_2	"rhamnosyltransferase chain A"	PROKKA_04755
PROKKA_04757_sense	NA	NA	NA	0.808764648071051	2.27852301979817e-10	1.12294935646189e-08	n/a	"zeta toxin"	PROKKA_04757
PROKKA_04783_sense	NA	NA	NA	0.847739894267747	1.10483363221275e-08	4.18485891956915e-07	n/a	"hypothetical protein"	PROKKA_04783
PROKKA_04784_antis	1.47986618183128	2.79575648974682e-05	0.00161911724268408	NA	NA	NA	n/a	"nucleoid-associated protein ndpA"	PROKKA_04784
PROKKA_04784_sense	NA	NA	NA	1.0348995126774	5.72635905261782e-09	2.3765760010721e-07	n/a	"nucleoid-associated protein ndpA"	PROKKA_04784
PROKKA_04785_antis	1.45955195703638	0.000343209881691498	0.0110944744037255	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04785_igbot	1.66451279923837	1.13683427568036e-05	0.000746555008716881	1.09375370006226	3.69028277908164e-07	9.87947926720806e-06	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04785_igtop	1.76463156017138	1.06892568596975e-05	0.000714722583664316	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04785_sense	1.04693025885304	0.00215095113175995	0.0410693995292185	0.598623606664193	0.000204528054170764	0.00240715921557288	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04786_igbot	NA	NA	NA	0.575568734683336	8.33077657051869e-05	0.00110829993823127	n/a	"hypothetical protein"	PROKKA_04786
PROKKA_04787_sense	NA	NA	NA	1.8631939899677	0.00125095609324273	0.0110048612097235	n/a	"phage-associated protein BcepMu gp16 family"	PROKKA_04787
PROKKA_04792_sense	1.72491867679627	6.57516575342904e-06	0.000465003308812217	1.88697205297937	1.1009672199551e-11	7.02190416609598e-10	n/a	"DNA primase-like protein"	PROKKA_04792
PROKKA_04793_igtop	NA	NA	NA	2.00918443595466	0.00602433106749498	0.0381702320521925	n/a	"hypothetical protein"	PROKKA_04793
PROKKA_04793_sense	1.9785844264943	0.000320292322465197	0.0108044079001877	1.57071536150603	0.00349993331237979	0.0252678891946649	n/a	"hypothetical protein"	PROKKA_04793
PROKKA_04847_sense	NA	NA	NA	3.22647120715923	0.00280055874721051	0.0212157611993921	hemO	"heme oxygenase"	PROKKA_04847
PROKKA_04850_antis	NA	NA	NA	-0.874634031042591	0.00684076536692994	0.0422325970055162	dnaE_2	"DNA polymerase III alpha chain"	PROKKA_04850
PROKKA_04856_igbot	NA	NA	NA	0.489256756569156	0.00160263830740957	0.0134182284541222	sbcD	"exonuclease SbcD"	PROKKA_04856
PROKKA_04866_igtop	NA	NA	NA	0.585988716503661	6.11559898308737e-05	0.000842011199671426	n/a	"hypothetical protein"	PROKKA_04866
PROKKA_04866_sense	NA	NA	NA	0.542022988704132	0.00521145176758634	0.0342196310613504	n/a	"hypothetical protein"	PROKKA_04866
PROKKA_04887_antis	NA	NA	NA	0.748176291986368	0.00480437137973094	0.0321303911702283	n/a	"hypothetical protein"	PROKKA_04887
PROKKA_04895_sense	NA	NA	NA	0.60216997925155	0.00487024868194193	0.0324957977439725	n/a	"5'-nucleotidase/2'3'-cyclic phosphodiesterase-related esterase"	PROKKA_04895
PROKKA_04896_sense	NA	NA	NA	0.706516675690396	0.000814018365519403	0.00772515897430558	n/a	"hypothetical protein"	PROKKA_04896
PROKKA_04904_igtop	NA	NA	NA	-0.974592142973579	0.000672075483152212	0.00657966449307256	pykA	"pyruvate kinase II"	PROKKA_04904
PROKKA_04904_sense	NA	NA	NA	-0.922766321939158	3.05716525078968e-05	0.000471009793700705	pykA	"pyruvate kinase II"	PROKKA_04904
PROKKA_04908_sense	NA	NA	NA	-0.577264949195907	0.000397308207808839	0.00425989047531999	n/a	"putative fumarase"	PROKKA_04908
PROKKA_04911_sense	NA	NA	NA	1.71862356334168	6.45164985797204e-05	0.000879899541950464	pfpI_3	"protease PfpI"	PROKKA_04911
PROKKA_04923_sense	NA	NA	NA	1.52908170827409	2.18077617661862e-05	0.00035623451141224	n/a	"putative flavoprotein"	PROKKA_04923
PROKKA_04927_sense	3.81301580800971	0.00229061845051739	0.0427601489937954	1.67325866989873	0.00545756474164597	0.0353539332106327	n/a	"putative universal stress protein"	PROKKA_04927
PROKKA_04934_sense	NA	NA	NA	2.44322337954284	0.0015900245756438	0.0133383686355265	feoA	"ferrous iron transport protein A"	PROKKA_04934
PROKKA_04942_igtop	NA	NA	NA	-0.511291150194192	0.00769144923989333	0.0461380571969811	sodB	"superoxide dismutase"	PROKKA_04942
PROKKA_04942_sense	NA	NA	NA	-0.519279858846128	0.000929294564399113	0.00857521388467862	sodB	"superoxide dismutase"	PROKKA_04942
PROKKA_04951_sense	NA	NA	NA	0.806297384392259	0.000458675188688077	0.00479032441570952	mexI_2	"putative Resistance-Nodulation-Cell Division (RND) efflux transporter"	PROKKA_04951
PROKKA_04963_antis	1.53674828695533	0.00049537272911616	0.01440105305395	NA	NA	NA	groEL_1	"GroEL protein"	PROKKA_04963
