locus	baseMean	log2FoldChange	Fold change	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_04100_sense	70.17052262	-1.030815739	-2.043179194	0.268930575	-3.833018018	0.000126581	0.001588945	ccmA_2	heme exporter protein CcmA	PROKKA_04100
PROKKA_04112_sense	48.25039221	2.942224103	7.685952728	0.4177865	7.042410665	1.89E-12	1.28E-10	n/a	hypothetical protein	PROKKA_04112
PROKKA_04113_igbot	43.08095333	2.771337857	6.827407474	0.395979326	6.998693304	2.58E-12	1.71E-10	metR_4	transcriptional regulator MetR	PROKKA_04113
PROKKA_04137_igtop	771.6635529	-0.499729145	-1.41394808	0.163743301	-3.051905891	0.002273934	0.017817617	n/a	tRNA-Ser	PROKKA_04137
PROKKA_04138_igtop	2092.87807	-0.585370257	-1.500424013	0.143605087	-4.076250149	4.58E-05	0.00066609	n/a	putative glutathione peroxidase	PROKKA_04138
PROKKA_04182_sense	7.42912852	2.518852448	5.731260404	0.81800186	3.079274717	0.002075052	0.016675143	aprX	AprX	PROKKA_04182
PROKKA_04183_igbot	61.08387227	1.733518588	3.325378566	0.2845703	6.091705944	1.12E-09	5.20E-08	n/a	C4	PROKKA_04183
PROKKA_04198_antis	24.06942502	1.458343837	2.747927301	0.427009901	3.415245954	0.000637244	0.00629551	n/a	phosphotransferase family protein	PROKKA_04198
PROKKA_04226_sense	125.3751873	-0.694175376	-1.617959366	0.255739945	-2.714379933	0.006639997	0.041459866	n/a	putative lipoprotein	PROKKA_04226
PROKKA_04268_igbot	1203.8127	0.563556012	1.477907537	0.140863925	4.000712131	6.32E-05	0.000862648	parS_2	two-component sensor ParS	PROKKA_04268
PROKKA_04271_igtop	1338.017468	1.472093848	2.774242397	0.156602358	9.400202331	5.45E-21	6.95E-19	n/a	phage integrase	PROKKA_04271
PROKKA_04271_sense	9833.604303	1.829084321	3.553114845	0.138971715	13.16155827	1.46E-39	5.07E-37	n/a	phage integrase	PROKKA_04271
PROKKA_04272_sense	14471.79577	1.727389145	3.311280312	0.16303891	10.59495025	3.15E-26	4.87E-24	n/a	integrase family protein	PROKKA_04272
PROKKA_04273_antis	484.5002571	0.432729032	1.349784444	0.159122786	2.719466163	0.006538738	0.040921369	n/a	integrase family protein	PROKKA_04273
PROKKA_04273_sense	8161.082349	1.486847196	2.802758026	0.171317775	8.678884566	4.00E-18	3.98E-16	n/a	integrase family protein	PROKKA_04273
PROKKA_04274_sense	1064.945115	1.036202242	2.050821947	0.184976777	5.601796401	2.12E-08	7.76E-07	n/a	hypothetical protein	PROKKA_04274
PROKKA_04275_igtop	781.0094149	0.704378202	1.629442227	0.154240091	4.566764695	4.95E-06	9.74E-05	nrdB	NrdB tyrosyl radical-harboring component of class Ia ribonucleotide reductase	PROKKA_04275
PROKKA_04278_sense	2798.495997	0.986315792	1.981119344	0.183542202	5.37378207	7.71E-08	2.45E-06	n/a	Bacterial self-protective colicin-like immunity	PROKKA_04278
PROKKA_04279_sense	2770.02246	0.547427261	1.461477138	0.138557344	3.950907578	7.79E-05	0.001045383	pys2_2	pyocin S2	PROKKA_04279
PROKKA_04304_igtop	38.77659206	0.982190243	1.975462202	0.327181981	3.001969236	0.002682393	0.020517703	n/a	major facilitator superfamily permease	PROKKA_04304
PROKKA_04314_sense	175.5059232	-0.621695426	-1.538682348	0.201578957	-3.084128605	0.002041493	0.016441887	n/a	GntR family transcriptional regulator	PROKKA_04314
PROKKA_04318_igtop	164.9774105	-0.82700404	-1.773997578	0.194531024	-4.251270678	2.13E-05	0.000348536	n/a	hypothetical protein	PROKKA_04318
PROKKA_04318_sense	72.02547082	-1.07854509	-2.111905221	0.258579512	-4.171038458	3.03E-05	0.000467986	n/a	hypothetical protein	PROKKA_04318
PROKKA_04319_sense	16.20644219	-2.259753482	-4.789096419	0.54378164	-4.155626663	3.24E-05	0.000493653	n/a	hypothetical protein	PROKKA_04319
PROKKA_04320_antis	12.94670115	-1.443985638	-2.720714619	0.546648401	-2.641525402	0.008253362	0.04850248	n/a	aldose sugar dehydrogenase	PROKKA_04320
PROKKA_04333_sense	41.17325592	0.978480086	1.970388463	0.313658104	3.119575343	0.001811119	0.014862488	fleR_5	two-component response regulator	PROKKA_04333
PROKKA_04356_sense	246.1181593	0.598690483	1.514341393	0.180151324	3.323264415	0.000889705	0.008253802	flgL	flagellar hook-associated protein type 3 FlgL	PROKKA_04356
PROKKA_04390_antis	9.756860399	2.28097287	4.860055775	0.762293268	2.992251099	0.002769284	0.021098207	n/a	lipoprotein SlyB	PROKKA_04390
PROKKA_04390_sense	1018.150838	0.867718425	1.824774796	0.174259364	4.979465113	6.38E-07	1.60E-05	n/a	lipoprotein SlyB	PROKKA_04390
PROKKA_04409_igtop	1010.682853	1.140387332	2.204401986	0.390986328	2.916693633	0.003537631	0.025422873	n/a	water stress/hypersensitive response protein	PROKKA_04409
PROKKA_04409_sense	248.342552	0.636156711	1.55418335	0.191703303	3.318444193	0.000905204	0.008370725	n/a	water stress/hypersensitive response protein	PROKKA_04409
PROKKA_04412_antis	19.27841403	1.374173874	2.592194324	0.466697971	2.944460787	0.003235179	0.023756542	quiP_2	QuiP	PROKKA_04412
PROKKA_04413_sense	183.4803986	1.132912319	2.193009891	0.213690743	5.301644356	1.15E-07	3.48E-06	n/a	RmuC domain-containing protein family protein	PROKKA_04413
PROKKA_04414_igbot	123.1817582	1.168500593	2.247779616	0.219445762	5.324780859	1.01E-07	3.13E-06	n/a	P8	PROKKA_04414
PROKKA_04455_antis	38.13824659	1.075994598	2.108174952	0.329141254	3.269096733	0.001078914	0.009799477	cupC3	usher CupC3	PROKKA_04455
PROKKA_04455_sense	133.5107074	-0.746982316	-1.678278702	0.215485894	-3.466502148	0.000527278	0.00535551	cupC3	usher CupC3	PROKKA_04455
PROKKA_04456_sense	34.12032823	-1.500992336	-2.830373284	0.411156815	-3.650656591	0.000261571	0.002977513	cupC2	chaperone CupC2	PROKKA_04456
PROKKA_04458_antis	163.3048772	-0.95262835	-1.935395416	0.197550654	-4.822197898	1.42E-06	3.23E-05	n/a	hypothetical protein	PROKKA_04458
PROKKA_04458_igbot	103.419058	-1.189479278	-2.280704093	0.268483246	-4.430366878	9.41E-06	0.000169644	n/a	hypothetical protein	PROKKA_04458
PROKKA_04458_igtop	42.62873834	1.146442044	2.213672874	0.317447442	3.611438909	0.000304503	0.003396216	n/a	hypothetical protein	PROKKA_04458
PROKKA_04466_sense	2808.47704	-0.837056383	-1.786401518	0.14107616	-5.933365219	2.97E-09	1.29E-07	oprL	Peptidoglycan associated lipoprotein OprL precursor	PROKKA_04466
PROKKA_04467_igbot	217.510614	-0.610260548	-1.526534873	0.215028667	-2.838042741	0.00453911	0.030735553	tolB	TolB protein	PROKKA_04467
PROKKA_04477_igbot	1258.899549	0.56540555	1.479803432	0.172127692	3.284802955	0.001020537	0.00932786	dps	DNA-binding protein from starved cells Dps	PROKKA_04477
PROKKA_04481_sense	1764.008743	-0.401090612	-1.320505776	0.133103187	-3.01338098	0.002583544	0.019884345	oprD_2	Basic amino acid basic peptide and imipenem outer membrane porin OprD precursor	PROKKA_04481
PROKKA_04483_sense	822.9276417	-0.504918401	-1.419043092	0.139338554	-3.623680487	0.00029044	0.003263316	proS	prolyl-tRNA synthetase	PROKKA_04483
PROKKA_04487_antis	115.3312957	1.271417128	2.413985696	0.217261862	5.852003281	4.86E-09	2.06E-07	n/a	hypothetical protein	PROKKA_04487
PROKKA_04487_igbot	27.91085367	1.2584338	2.392358838	0.405241115	3.10539517	0.00190025	0.015502642	n/a	hypothetical protein	PROKKA_04487
PROKKA_04487_igtop	243.0726682	0.743647504	1.674403815	0.215353733	3.453144239	0.000554093	0.005575638	n/a	hypothetical protein	PROKKA_04487
PROKKA_04499_sense	227.7853874	-1.133899941	-2.194511668	0.186748245	-6.071810427	1.26E-09	5.80E-08	n/a	hypothetical protein	PROKKA_04499
PROKKA_04500_sense	49.53580592	-1.207968432	-2.31012102	0.320815914	-3.765300841	0.000166349	0.002029407	n/a	hypothetical protein	PROKKA_04500
PROKKA_04501_sense	25.63085393	-1.376575614	-2.596513298	0.4027681	-3.417787096	0.000631325	0.00624414	n/a	transcriptional antiterminator Rof	PROKKA_04501
PROKKA_04504_antis	20.41057462	-1.261556301	-2.397542352	0.445224526	-2.833528313	0.004603723	0.031093948	n/a	nucleoprotein/polynucleotide-associated enzyme	PROKKA_04504
PROKKA_04504_sense	767.7482784	0.59982695	1.515534768	0.147937582	4.054594783	5.02E-05	0.00071766	n/a	nucleoprotein/polynucleotide-associated enzyme	PROKKA_04504
PROKKA_04505_igtop	73.99669896	-0.865156354	-1.821537068	0.264691153	-3.26855032	0.001081	0.009808149	lpxO2	lipopolysaccharide biosynthetic protein LpxO2	PROKKA_04505
PROKKA_04505_sense	77.35106044	-0.871616673	-1.829712113	0.268455254	-3.246785673	0.001167162	0.010420831	lpxO2	lipopolysaccharide biosynthetic protein LpxO2	PROKKA_04505
PROKKA_04510_sense	59.96680696	2.649583213	6.274859749	0.834733389	3.174167045	0.001502672	0.012741129	pirA_5	ferric enterobactin receptor PirA	PROKKA_04510
PROKKA_04511_igbot	57.17193162	5.480774904	44.65577652	1.126764672	4.86416999	1.15E-06	2.72E-05	n/a	two-component sensor	PROKKA_04511
PROKKA_04511_sense	40.58038202	2.059509133	4.168444517	0.392504974	5.247090535	1.55E-07	4.54E-06	n/a	two-component sensor	PROKKA_04511
PROKKA_04512_sense	55.49466327	1.521858988	2.871608331	0.37527361	4.055331759	5.01E-05	0.000716581	n/a	two-component response regulator	PROKKA_04512
PROKKA_04531_sense	25.4526554	-1.315164534	-2.488307072	0.454919887	-2.890980528	0.003840419	0.026994972	n/a	hypothetical protein	PROKKA_04531
PROKKA_04535_sense	30.4066554	1.125113803	2.181187516	0.376237579	2.990434408	0.00278581	0.021140955	n/a	hypothetical protein	PROKKA_04535
PROKKA_04541_igbot	2862.770996	-0.599293196	-1.51497417	0.148740857	-4.029109462	5.60E-05	0.000785833	lysC	aspartate kinase alpha and beta chain	PROKKA_04541
PROKKA_04554_sense	434.4166713	0.632830224	1.550603927	0.152712207	4.14394	3.41E-05	0.000514993	aotO	deacylase	PROKKA_04554
PROKKA_04558_antis	1976.303302	0.716427293	1.64310798	0.160405412	4.466353612	7.96E-06	0.000147151	n/a	P6	PROKKA_04558
PROKKA_04574_sense	176.5829241	-0.647127158	-1.566046617	0.199150862	-3.249431877	0.001156358	0.010340461	phhA	phenylalanine-4-hydroxylase	PROKKA_04574
PROKKA_04579_sense	169.8191325	1.084063499	2.119998875	0.189613882	5.717215884	1.08E-08	4.12E-07	mliC	membrane-bound lysozyme inhibitor of c-type lysozyme MliC	PROKKA_04579
PROKKA_04580_sense	52.97017576	-1.127639365	-2.185009216	0.288952967	-3.902501418	9.52E-05	0.001239935	aroP2	aromatic amino acid transport protein AroP2	PROKKA_04580
PROKKA_04581_sense	1589.534582	0.540022908	1.453995605	0.150254397	3.594057278	0.000325568	0.003583729	hpd_3	4-hydroxyphenylpyruvate dioxygenase	PROKKA_04581
PROKKA_04586_sense	77.55416286	0.761751785	1.695548186	0.248952251	3.059830877	0.00221462	0.017456562	morA_6	motility regulator	PROKKA_04586
PROKKA_04590_sense	102.9130821	-1.182661709	-2.269951871	0.237651482	-4.976454173	6.48E-07	1.62E-05	bolA	morphogene protein BolA	PROKKA_04590
PROKKA_04591_sense	457.3101495	-0.950948319	-1.933142943	0.173203575	-5.490350423	4.01E-08	1.38E-06	n/a	hypothetical protein	PROKKA_04591
PROKKA_04609_sense	34.01144532	-0.966986365	-1.954753058	0.347138407	-2.785593141	0.005342989	0.034767505	n/a	putative glutathione peroxidase	PROKKA_04609
PROKKA_04610_igbot	23.02608839	-1.517929929	-2.863798385	0.426453729	-3.559424686	0.000371668	0.004009763	slyD_1	peptidyl-prolyl cis-trans isomerase SlyD	PROKKA_04610
PROKKA_04610_sense	1455.412061	-0.723244325	-1.650890377	0.154285881	-4.687689641	2.76E-06	5.80E-05	slyD_1	peptidyl-prolyl cis-trans isomerase SlyD	PROKKA_04610
PROKKA_04611_igtop	80.44338075	0.975911984	1.966884149	0.291585401	3.346916483	0.000817158	0.007738025	n/a	P5	PROKKA_04611
PROKKA_04622_antis	2349.280934	-1.044907054	-2.063233429	0.233372053	-4.477430103	7.55E-06	0.000141227	ssrA	transfer-messenger RNA SsrA	PROKKA_04622
PROKKA_04622_igtop	114988.3467	0.653030543	1.572467875	0.143948062	4.53657059	5.72E-06	0.000110211	ssrA	transfer-messenger RNA SsrA	PROKKA_04622
PROKKA_04622_sense	917441.2009	0.557868748	1.47209293	0.135422908	4.119456272	3.80E-05	0.000563095	ssrA	transfer-messenger RNA SsrA	PROKKA_04622
PROKKA_04626_sense	185.3582594	1.119102443	2.172117946	0.223392816	5.00957222	5.46E-07	1.39E-05	n/a	insertion sequence IS407 OrfB	PROKKA_04626
PROKKA_04631_igtop	139.0265403	0.73228505	1.661268251	0.211909999	3.455641793	0.000548984	0.005535514	n/a	hypothetical protein	PROKKA_04631
PROKKA_04631_sense	141.256638	0.788809131	1.727647791	0.208994837	3.774299608	0.000160458	0.001963062	n/a	hypothetical protein	PROKKA_04631
PROKKA_04635_sense	626.0575504	-0.662763201	-1.583111864	0.149650926	-4.42872769	9.48E-06	0.000170584	n/a	putative DNA helicase	PROKKA_04635
PROKKA_04639_sense	4089.163114	0.446065349	1.362319742	0.138734517	3.215244179	0.001303336	0.011361947	n/a	helicase domain-containing protein	PROKKA_04639
PROKKA_04643_sense	1849.562941	0.512163412	1.426187251	0.151746505	3.375124943	0.000737822	0.007133107	hsdS	Type I restriction modification DNA specificity domain-containing protein	PROKKA_04643
PROKKA_04644_sense	934.2761476	0.540578951	1.454556111	0.144234036	3.747929169	0.000178301	0.002154404	n/a	type I restriction-modification system methyltransferase subunit	PROKKA_04644
PROKKA_04645_sense	1300.870112	0.39433099	1.314333133	0.138345597	2.850332784	0.004367351	0.02987571	n/a	RmuC domain-containing protein family protein	PROKKA_04645
PROKKA_04648_igbot	172.9281228	0.599575137	1.515270265	0.211263508	2.83804403	0.004539092	0.030735553	n/a	hypothetical protein	PROKKA_04648
PROKKA_04648_igtop	256.2427803	-0.485646353	-1.400213045	0.183174924	-2.651270947	0.008018948	0.047511174	n/a	hypothetical protein	PROKKA_04648
PROKKA_04649_igtop	50.81711451	-0.825582962	-1.772251022	0.286380585	-2.882817502	0.003941357	0.027614969	n/a	lipopolysaccharide heptosyltransferase I	PROKKA_04649
PROKKA_04651_igbot	101.066165	-0.899934392	-1.865981124	0.258698575	-3.478698678	0.000503855	0.005172114	n/a	hypothetical protein	PROKKA_04651
PROKKA_04652_sense	124.2210937	-1.383650916	-2.609278461	0.216674688	-6.385844735	1.70E-10	8.75E-09	hisK	Histidinol-phosphatase	PROKKA_04652
PROKKA_04653_sense	286.1670621	-1.344252328	-2.538985803	0.173606591	-7.74309501	9.70E-15	7.72E-13	n/a	hypothetical protein	PROKKA_04653
PROKKA_04654_igbot	61.47222785	-1.474054017	-2.778014283	0.295920237	-4.981254522	6.32E-07	1.59E-05	n/a	hypothetical protein	PROKKA_04654
PROKKA_04654_sense	424.5562601	-1.149471933	-2.218326825	0.180089175	-6.382793026	1.74E-10	8.85E-09	n/a	hypothetical protein	PROKKA_04654
PROKKA_04655_sense	181.0439523	-1.355207657	-2.558339375	0.198179312	-6.838290252	8.01E-12	5.19E-10	n/a	Ubiquinol-cytochrome C chaperone	PROKKA_04655
PROKKA_04656_sense	99.58535191	-1.278693051	-2.426190867	0.253549598	-5.043167336	4.58E-07	1.19E-05	n/a	hypothetical protein	PROKKA_04656
PROKKA_04657_igbot	51.47550776	-0.940932548	-1.919768763	0.299862233	-3.137882816	0.001701729	0.014077046	n/a	hypothetical protein	PROKKA_04657
PROKKA_04658_igbot	25.20637697	-1.309641761	-2.478799807	0.425799927	-3.075720962	0.002099943	0.016785057	n/a	Ubiquinol-cytochrome C chaperone	PROKKA_04658
PROKKA_04658_sense	296.0780023	-1.422896249	-2.681232355	0.177602352	-8.011697098	1.13E-15	9.72E-14	n/a	Ubiquinol-cytochrome C chaperone	PROKKA_04658
PROKKA_04659_sense	188.5659452	-1.864195429	-3.640648429	0.19800337	-9.414968199	4.73E-21	6.13E-19	n/a	XRE family transcriptional regulator	PROKKA_04659
PROKKA_04676_sense	239.9493225	0.675105548	1.596713585	0.213696109	3.159185033	0.00158211	0.013297697	n/a	hypothetical protein	PROKKA_04676
PROKKA_04692_sense	332.0419081	-0.579122876	-1.493940692	0.197239188	-2.9361451	0.003323188	0.024284192	aroP1_4	aromatic amino acid transport protein AroP1	PROKKA_04692
PROKKA_04699_sense	283.8576978	-0.638251587	-1.556441752	0.172658154	-3.696620013	0.000218489	0.002550705	putP_3	sodium/proline symporter PutP	PROKKA_04699
PROKKA_04711_sense	469.9834644	-0.45171039	-1.367660729	0.154292739	-2.927619241	0.003415681	0.024792982	era_2	GTP-binding protein Era	PROKKA_04711
PROKKA_04712_sense	137.2393812	-0.566717867	-1.481150117	0.208009212	-2.724484465	0.006440196	0.040450587	rnc	ribonuclease III	PROKKA_04712
PROKKA_04713_sense	605.7921989	-0.625128685	-1.542348393	0.1592253	-3.926063801	8.63E-05	0.001143475	n/a	hypothetical protein	PROKKA_04713
PROKKA_04714_igbot	45.91418341	-0.894542217	-1.859019905	0.300460255	-2.977239755	0.002908565	0.021786606	lepB	signal peptidase I	PROKKA_04714
PROKKA_04721_igtop	71.73032431	0.946081363	1.926632441	0.257949582	3.667698772	0.000244743	0.002804363	nadB	L-aspartate oxidase	PROKKA_04721
PROKKA_04728_sense	47.07504524	0.821043421	1.766683274	0.298924404	2.746659055	0.006020569	0.038170232	opdH_6	cis-aconitate porin OpdH	PROKKA_04728
PROKKA_04733_sense	665.5487246	1.138005278	2.20076527	0.211020151	5.392874916	6.93E-08	2.22E-06	ung	uracil-DNA glycosylase	PROKKA_04733
PROKKA_04754_igtop	30.4719996	-1.231887096	-2.348740125	0.36989163	-3.330400035	0.000867213	0.008062385	n/a	hypothetical protein	PROKKA_04754
PROKKA_04755_igtop	359.8950741	-1.064300465	-2.091155673	0.183025474	-5.815040074	6.06E-09	2.50E-07	rhlA_2	rhamnosyltransferase chain A	PROKKA_04755
PROKKA_04755_sense	333.4444929	-1.177515967	-2.261869928	0.169794549	-6.934945652	4.06E-12	2.65E-10	rhlA_2	rhamnosyltransferase chain A	PROKKA_04755
PROKKA_04757_sense	11820.5531	0.808764648	1.751710844	0.127539494	6.34128789	2.28E-10	1.12E-08	n/a	zeta toxin	PROKKA_04757
PROKKA_04783_sense	4614.086668	0.847739894	1.799679363	0.148367194	5.713796111	1.10E-08	4.18E-07	n/a	hypothetical protein	PROKKA_04783
PROKKA_04784_sense	7142.072652	1.034899513	2.048970925	0.177678603	5.824559045	5.73E-09	2.38E-07	n/a	nucleoid-associated protein ndpA	PROKKA_04784
PROKKA_04785_igbot	1956.030412	1.0937537	2.134286275	0.21512471	5.084277397	3.69E-07	9.88E-06	n/a	hypothetical protein	PROKKA_04785
PROKKA_04785_sense	1262.231845	0.598623607	1.514271197	0.161208202	3.713356999	0.000204528	0.002407159	n/a	hypothetical protein	PROKKA_04785
PROKKA_04786_igbot	2437.704873	0.575568735	1.490264835	0.146280968	3.934679566	8.33E-05	0.0011083	n/a	hypothetical protein	PROKKA_04786
PROKKA_04787_sense	12.64402925	1.86319399	3.638122169	0.577376569	3.226999659	0.001250956	0.011004861	n/a	phage-associated protein BcepMu gp16 family	PROKKA_04787
PROKKA_04792_sense	65.80653939	1.886972053	3.698581465	0.277796395	6.792644141	1.10E-11	7.02E-10	n/a	DNA primase-like protein	PROKKA_04792
PROKKA_04793_igtop	7.753809754	2.009184436	4.025545892	0.731555797	2.746454124	0.006024331	0.038170232	n/a	hypothetical protein	PROKKA_04793
PROKKA_04793_sense	14.98872383	1.570715362	2.970519711	0.537909978	2.920033882	0.003499933	0.025267889	n/a	hypothetical protein	PROKKA_04793
PROKKA_04847_sense	163.1896673	3.226471207	9.359757859	1.07951292	2.988821299	0.002800559	0.021215761	hemO	heme oxygenase	PROKKA_04847
PROKKA_04850_antis	51.05783611	-0.874634031	-1.833542912	0.323399754	-2.704498135	0.006840765	0.042232597	dnaE_2	DNA polymerase III alpha chain	PROKKA_04850
PROKKA_04856_igbot	134036.0304	0.489256757	1.403721524	0.155052514	3.155426154	0.001602638	0.013418228	sbcD	exonuclease SbcD	PROKKA_04856
PROKKA_04866_igtop	1058.717761	0.585988717	1.501067357	0.146193628	4.008305448	6.12E-05	0.000842011	n/a	hypothetical protein	PROKKA_04866
PROKKA_04866_sense	428.4419184	0.542022989	1.45601275	0.194018642	2.793664487	0.005211452	0.034219631	n/a	hypothetical protein	PROKKA_04866
PROKKA_04887_antis	66.30049903	0.748176292	1.679668223	0.265323353	2.819865957	0.004804371	0.032130391	n/a	hypothetical protein	PROKKA_04887
PROKKA_04895_sense	115.3088339	0.602169979	1.517998094	0.213877293	2.815492809	0.004870249	0.032495798	n/a	5'-nucleotidase/2'3'-cyclic phosphodiesterase-related esterase	PROKKA_04895
PROKKA_04896_sense	136.8126929	0.706516676	1.631859304	0.211027522	3.347983572	0.000814018	0.007725159	n/a	hypothetical protein	PROKKA_04896
PROKKA_04904_igtop	53.99389563	-0.974592143	-1.965085579	0.286583689	-3.400724402	0.000672075	0.006579664	pykA	pyruvate kinase II	PROKKA_04904
PROKKA_04904_sense	196.5412263	-0.922766322	-1.895746845	0.221331164	-4.16916581	3.06E-05	0.00047101	pykA	pyruvate kinase II	PROKKA_04904
PROKKA_04908_sense	375.9462466	-0.577264949	-1.492018009	0.162983312	-3.541865364	0.000397308	0.00425989	n/a	putative fumarase	PROKKA_04908
PROKKA_04911_sense	34.51675678	1.718623563	3.291222504	0.430123455	3.99565181	6.45E-05	0.0008799	pfpI_3	protease PfpI	PROKKA_04911
PROKKA_04923_sense	66.84198182	1.529081708	2.886020821	0.360162763	4.245529701	2.18E-05	0.000356235	n/a	putative flavoprotein	PROKKA_04923
PROKKA_04927_sense	15.23449226	1.67325867	3.189341692	0.602171579	2.77870748	0.005457565	0.035353933	n/a	putative universal stress protein	PROKKA_04927
PROKKA_04934_sense	7.837079559	2.44322338	5.438554981	0.773727634	3.157730538	0.001590025	0.013338369	feoA	ferrous iron transport protein A	PROKKA_04934
PROKKA_04942_igtop	2356.47276	-0.51129115	-1.42532523	0.191830866	-2.665322634	0.007691449	0.046138057	sodB	superoxide dismutase	PROKKA_04942
PROKKA_04942_sense	2670.05544	-0.519279859	-1.433239648	0.156829937	-3.311101615	0.000929295	0.008575214	sodB	superoxide dismutase	PROKKA_04942
PROKKA_04951_sense	108.5463975	0.806297384	1.748717669	0.230121045	3.503796811	0.000458675	0.004790324	mexI_2	putative Resistance-Nodulation-Cell Division (RND) efflux transporter	PROKKA_04951
PROKKA_04969_sense	328.2104716	0.720547088	1.647806785	0.165096279	4.364405371	1.27E-05	0.000221455	n/a	peptide chain release factor RF-3	PROKKA_04969
PROKKA_04985_sense	2314.911146	-0.549487296	-1.463565483	0.137241901	-4.003786699	6.23E-05	0.000855627	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	PROKKA_04985
PROKKA_04988_sense	514.2098301	0.968198774	1.95639648	0.151338559	6.397568342	1.58E-10	8.25E-09	ftsQ	cell division protein FtsQ	PROKKA_04988
PROKKA_04992_sense	327.2246847	0.925863009	1.899820359	0.199378009	4.643756929	3.42E-06	6.97E-05	ftsW	cell division protein FtsW	PROKKA_04992
PROKKA_04994_sense	521.0676029	0.529075224	1.443003925	0.160363058	3.299233816	0.000969491	0.008898801	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase	PROKKA_04994
PROKKA_04995_sense	105.1828616	0.760379215	1.69393582	0.226908843	3.351033847	0.000805105	0.007657322	murF	UDP-N-acetylmuramoylalanyl-D-glutamyl-2-6-diaminopimelate--D-alanyl-D-alanyl ligase	PROKKA_04995
PROKKA_04997_sense	590.7943438	1.034974918	2.049078022	0.172200381	6.010294021	1.85E-09	8.41E-08	ftsI	penicillin-binding protein 3	PROKKA_04997
PROKKA_05000_sense	1396.595827	0.543595002	1.457600139	0.186768251	2.91053216	0.003608138	0.025801312	n/a	cell division protein MraZ	PROKKA_05000
PROKKA_05001_antis	297.9347392	-0.939204104	-1.91747013	0.201824781	-4.653561861	3.26E-06	6.69E-05	n/a	RNaseP_bact_a	PROKKA_05001
PROKKA_05001_igbot	2214.270537	0.471659686	1.386703824	0.138286507	3.410742638	0.000647862	0.006378611	n/a	RNaseP_bact_a	PROKKA_05001
PROKKA_05002_antis	297.4681711	-0.939465186	-1.917817162	0.201427224	-4.66404277	3.10E-06	6.43E-05	n/a	RNaseP_arch	PROKKA_05002
PROKKA_05009_sense	143.6804916	-0.705184484	-1.630353132	0.223083927	-3.161072572	0.001571893	0.013250343	sspA_2	stringent starvation protein A	PROKKA_05009
PROKKA_05011_sense	1098.601124	-0.485730776	-1.400294985	0.141690805	-3.428103736	0.000607813	0.006046068	n/a	putative cytochrome b	PROKKA_05011
PROKKA_05013_sense	1166.083149	-0.483490377	-1.398122117	0.154164336	-3.136201208	0.001711517	0.014138764	rpsI	30S ribosomal protein S9	PROKKA_05013
PROKKA_05014_antis	41.61078351	-1.042459875	-2.059736625	0.324771202	-3.209828541	0.001328142	0.011520301	rplM	50S ribosomal protein L13	PROKKA_05014
PROKKA_05034_sense	100.9201778	1.093083264	2.133294679	0.234077176	4.669755857	3.02E-06	6.27E-05	n/a	anti-sigma-factor antagonist	PROKKA_05034
PROKKA_05044_sense	240.0177206	-0.491400846	-1.405809244	0.173141863	-2.838140003	0.004537727	0.030735553	braF_2	branched-chain amino acid transport protein BraF	PROKKA_05044
PROKKA_05046_igtop	2401.88706	0.490845844	1.405268535	0.162312049	3.024087535	0.002493843	0.019262326	n/a	putative ribosomal subunit interface protein	PROKKA_05046
PROKKA_05048_sense	702.0528064	0.513062815	1.427076639	0.145253685	3.532184491	0.000412142	0.004413478	glmZ	protein GlmZ	PROKKA_05048
PROKKA_05053_sense	16.84418743	2.274368428	4.837858011	0.626204859	3.631987834	0.000281246	0.003168222	fumC1	fumarate hydratase	PROKKA_05053
PROKKA_05054_sense	16.31987277	2.626622629	6.175785429	0.651255221	4.033169398	5.50E-05	0.000775531	n/a	FagA protein	PROKKA_05054
PROKKA_05056_sense	67.37881479	-0.921701112	-1.894347643	0.273432819	-3.370850347	0.000749366	0.007230252	n/a	alpha helix protein	PROKKA_05056
PROKKA_05060_sense	351.6029061	-0.777484899	-1.714139946	0.161366398	-4.818133827	1.45E-06	3.27E-05	cafA	cytoplasmic axial filament protein	PROKKA_05060
PROKKA_05068_sense	20.96766774	-1.344305761	-2.539079841	0.442869223	-3.035446337	0.0024018	0.018634356	rlpA_2	RlpA	PROKKA_05068
PROKKA_05096_sense	49.79831347	1.173852969	2.256134331	0.367492885	3.194219577	0.001402094	0.012065244	n/a	putative oxidoreductase	PROKKA_05096
PROKKA_05097_sense	1683.403124	3.285889617	9.75329448	1.034127209	3.177452046	0.001485753	0.012671994	foxA_6	Ferrioxamine receptor FoxA	PROKKA_05097
PROKKA_05098_sense	74.09733127	1.89057834	3.707838329	0.3528616	5.357846645	8.42E-08	2.65E-06	n/a	putative hydroxylase	PROKKA_05098
PROKKA_05099_sense	21.87993942	2.151782879	4.443766092	0.484056251	4.445315753	8.78E-06	0.000159592	n/a	Sel1 domain-containing protein	PROKKA_05099
PROKKA_05100_sense	111.0730251	-0.683944526	-1.606526219	0.22824511	-2.996535281	0.002730666	0.020868546	n/a	membrane protein	PROKKA_05100
